application_id,borrower_id,application_date,approval_date,time_to_decision,application_status,amount_requested,approved_amount,interest_rate,term,ltv_ratio,combined_ltv,loan_purpose,credit_score,annual_income,property_value
sdv-id-KWdleJ,sdv-pii-se3z8,2023-04-15,,15,Pending,91598,1174,3.58,180,60.9,68.0,Home Improvement,755,66850,376973
sdv-id-XoISeA,sdv-pii-gcpxw,2024-07-22,2024-10-19,15,Approved,67386,1002,3.3,240,69.2,77.1,Debt Consolidation,634,66365,308204
sdv-id-XANNTr,sdv-pii-q8u1i,2023-01-14,2023-04-30,14,Approved,111829,18237,6.25,180,72.8,80.3,Education Expenses,719,84361,379089
sdv-id-kQwaFm,sdv-pii-8rio3,2024-03-09,2024-02-21,15,Approved,108097,27721,6.25,360,64.1,69.8,Debt Consolidation,795,109455,408173
sdv-id-LvFvwC,sdv-pii-8rgdj,2022-10-15,2022-09-30,10,Approved,112648,5469,6.23,180,68.2,75.0,Home Improvement,717,83773,369571
sdv-id-WALvqr,sdv-pii-dtv0y,2023-08-22,,15,Withdrawn,84732,281,0.7,180,78.5,87.6,Medical Expenses,624,62019,285931
sdv-id-vNSdtI,sdv-pii-5x4iy,2023-11-03,,17,Approved,98024,2514,5.72,180,73.2,81.3,Home Improvement,718,71218,336477
sdv-id-wADRZe,sdv-pii-qfvzt,2022-08-16,2022-08-29,13,Pending,166730,0,0.0,120,88.3,95.6,Home Improvement,622,67442,418151
sdv-id-eczoTd,sdv-pii-4uie8,2023-04-30,2023-10-19,13,Approved,147508,5696,6.2,360,84.8,92.1,Home Improvement,764,99847,432496
sdv-id-CTncuH,sdv-pii-db2k2,2022-06-06,,15,Approved,182982,308,0.0,360,88.8,96.1,Home Improvement,732,110445,496287
sdv-id-ScFQZR,sdv-pii-md5td,2024-04-18,,18,Approved,183722,12196,5.33,240,90.4,97.7,Home Improvement,781,122630,536741
sdv-id-GIchhi,sdv-pii-6l92b,2022-07-03,2024-01-18,11,Approved,96548,1018,2.45,360,59.6,68.6,Home Improvement,631,71117,369592
sdv-id-qyAfhu,sdv-pii-uc7am,2024-06-08,2024-09-15,13,Approved,52059,34233,6.25,120,43.3,49.5,Home Improvement,708,97147,307323
sdv-id-XqchvL,sdv-pii-snhxh,2023-04-15,2023-05-24,12,Pending,149620,4556,5.58,180,85.0,92.6,Home Improvement,693,94970,477982
sdv-id-qxeCta,sdv-pii-fbs7r,2023-10-30,2023-01-17,14,Pending,53662,1337,4.66,360,56.9,66.0,Home Improvement,663,86998,302866
sdv-id-NVRkWe,sdv-pii-vaann,2023-11-07,2024-04-19,16,Approved,52856,6731,6.25,180,53.0,60.7,Medical Expenses,712,63448,281218
sdv-id-DkqcKp,sdv-pii-k0hga,2024-10-13,2024-09-17,13,Approved,95429,34026,6.25,120,62.4,68.8,Debt Consolidation,768,128361,396762
sdv-id-WZTeCE,sdv-pii-a0sur,2023-11-24,2023-11-26,13,Approved,53944,5154,6.25,240,46.6,52.9,Medical Expenses,669,66014,284273
sdv-id-dtBPRm,sdv-pii-u8oxh,2024-06-11,2024-05-19,19,Approved,113262,26841,6.25,240,61.6,67.2,Home Improvement,785,112718,448463
sdv-id-VGfKqL,sdv-pii-12bi0,2024-06-27,2024-07-28,13,Approved,118055,15567,6.25,360,66.4,73.0,Education Expenses,785,95031,418155
sdv-id-QJlXun,sdv-pii-kteye,2023-01-27,,15,Approved,50532,1521,6.24,120,50.6,57.2,Medical Expenses,697,62646,269785
sdv-id-lpbwJh,sdv-pii-o154s,2024-09-02,2024-08-11,11,Denied,43935,13888,6.25,240,44.2,50.6,Medical Expenses,755,79531,273134
sdv-id-TSMKNj,sdv-pii-yr3bc,2024-05-28,,14,Approved,143086,38,0.0,360,86.8,94.0,Home Improvement,721,76989,388811
sdv-id-usuWhU,sdv-pii-szmrx,2024-04-03,2023-12-21,15,Denied,160772,6047,6.16,180,84.3,91.9,Debt Consolidation,792,101265,475322
sdv-id-rgTbUD,sdv-pii-30iqd,2023-09-21,2023-10-20,13,Approved,62353,4810,6.25,120,59.7,67.7,Debt Consolidation,750,70631,277629
sdv-id-GPMoyg,sdv-pii-oqxe9,2022-04-27,,15,Approved,107378,222,0.25,360,74.5,81.8,Medical Expenses,705,64895,368316
sdv-id-whLZkH,sdv-pii-4lrfl,2022-03-25,,15,Approved,112019,25730,6.25,120,70.5,75.5,Debt Consolidation,645,101638,354885
sdv-id-CjEIum,sdv-pii-khgw2,2022-09-15,2023-02-20,17,Withdrawn,175399,0,0.0,360,90.9,98.3,Home Improvement,605,66946,366496
sdv-id-vNZsNa,sdv-pii-3i6la,2022-07-24,,15,Approved,55211,29862,6.25,180,47.5,53.6,Education Expenses,667,92304,301628
sdv-id-mfmPjc,sdv-pii-kwude,2022-05-24,,16,Withdrawn,133533,6719,5.56,180,81.0,87.5,Home Improvement,739,93532,420074
sdv-id-noUMHH,sdv-pii-a49ep,2023-06-24,,15,Denied,140355,11695,6.25,360,78.1,86.2,Home Improvement,795,134768,437457
sdv-id-gVztde,sdv-pii-xsgyd,2022-05-31,,12,Pending,156595,26,0.0,240,87.3,95.4,Debt Consolidation,638,91943,401383
sdv-id-Gpxcdu,sdv-pii-t510k,2023-02-16,2022-10-31,10,Approved,65389,32832,6.25,180,47.7,53.4,Debt Consolidation,705,90006,343367
sdv-id-nclvwk,sdv-pii-yft87,2023-01-03,2022-02-27,10,Denied,116728,12669,6.25,360,62.4,68.8,Debt Consolidation,793,138517,461783
sdv-id-zvEKdw,sdv-pii-3x616,2023-06-19,2022-10-28,16,Denied,126026,3198,5.1,360,77.5,85.3,Debt Consolidation,669,91235,396573
sdv-id-xqGGoM,sdv-pii-1xc1r,2023-02-04,2022-10-08,13,Approved,103980,2817,5.98,360,75.1,84.9,Medical Expenses,766,72460,320482
sdv-id-RUqlyN,sdv-pii-00lai,2023-05-27,2023-05-23,13,Approved,160800,14627,6.25,360,75.4,80.7,Home Improvement,789,137452,529398
sdv-id-SYdSSw,sdv-pii-qmqd3,2023-03-25,2023-03-02,15,Withdrawn,112570,232,0.26,240,76.7,84.3,Education Expenses,676,61650,292902
sdv-id-vcWTAK,sdv-pii-sut5q,2022-02-03,2022-04-30,16,Approved,114902,32223,6.25,120,68.6,76.0,Home Improvement,792,129063,451534
sdv-id-gGQGFt,sdv-pii-qm2b2,2022-10-11,2022-05-03,17,Approved,94553,8,0.0,240,75.3,85.7,Debt Consolidation,643,67664,398046
sdv-id-PPRxEh,sdv-pii-sq903,2024-09-17,2024-12-03,15,Approved,70071,10574,6.25,120,49.0,54.7,Education Expenses,770,73028,323723
sdv-id-HACeem,sdv-pii-ya5im,2022-08-26,2023-05-24,21,Denied,181669,288,0.01,120,90.8,98.2,Home Improvement,645,71114,492637
sdv-id-CBVFxS,sdv-pii-c43x8,2022-11-13,2023-02-11,10,Approved,58834,5746,6.25,240,46.6,53.8,Home Improvement,686,95650,335135
sdv-id-WBXXaX,sdv-pii-ts36w,2023-04-07,,16,Approved,61312,21457,6.25,240,54.9,61.5,Education Expenses,707,77235,312886
sdv-id-uDoDAs,sdv-pii-1guil,2024-09-01,2024-11-30,17,Denied,130169,305,0.09,360,76.3,85.7,Home Improvement,687,80885,415981
sdv-id-wNqmna,sdv-pii-x5d9p,2024-10-22,2024-08-16,16,Pending,114033,40,0.0,180,72.8,80.5,Home Improvement,672,65662,344892
sdv-id-cjyxaT,sdv-pii-qr4yx,2022-10-05,2023-02-18,13,Pending,193791,52,0.0,240,91.0,98.3,Debt Consolidation,659,74243,404863
sdv-id-RxLIqg,sdv-pii-j66lc,2024-12-05,2024-10-31,10,Approved,74594,3473,6.17,120,56.4,63.5,Home Improvement,742,96410,433961
sdv-id-QEEpJt,sdv-pii-5juk9,2024-09-03,2024-08-24,13,Withdrawn,78361,2278,5.78,240,58.1,64.7,Education Expenses,708,73536,356400
sdv-id-fYCmgQ,sdv-pii-qfpzh,2022-10-11,2023-03-13,17,Approved,45571,98884,6.25,180,42.0,48.0,Medical Expenses,775,94288,313730
sdv-id-aepQzn,sdv-pii-9iawt,2023-06-03,2023-10-02,9,Approved,44743,31397,6.25,120,41.7,47.9,Home Improvement,762,89482,301090
sdv-id-NcrzYs,sdv-pii-y7rea,2023-02-13,2022-09-08,12,Denied,160063,58,0.0,360,84.3,91.3,Home Improvement,762,80633,467568
sdv-id-rNSawj,sdv-pii-ddi5l,2022-04-21,2022-05-09,17,Approved,51091,18019,6.25,180,52.5,59.8,Medical Expenses,790,65782,299571
sdv-id-CAVVdI,sdv-pii-sj3gl,2023-05-11,2023-02-13,11,Approved,113751,41190,6.25,240,60.9,66.8,Home Improvement,794,140816,483233
sdv-id-sZeGoh,sdv-pii-qyvwm,2022-09-05,2023-03-22,10,Approved,130033,43484,6.25,360,71.6,77.6,Home Improvement,795,134155,497651
sdv-id-OUjeCl,sdv-pii-m1xk4,2023-02-26,2023-12-21,11,Withdrawn,63392,16807,6.25,120,46.5,52.7,Debt Consolidation,791,88399,320698
sdv-id-vtoZAR,sdv-pii-tj5iu,2024-06-14,2024-01-19,11,Approved,92720,15093,6.25,120,61.6,68.3,Home Improvement,795,117310,443994
sdv-id-dmPzrg,sdv-pii-alpeu,2022-04-03,2023-01-08,13,Approved,104303,40482,6.25,240,59.4,66.9,Debt Consolidation,736,126943,368206
sdv-id-ryUtBX,sdv-pii-mue5g,2024-08-14,2024-07-18,18,Approved,52558,17880,6.25,180,51.1,58.2,Debt Consolidation,731,66084,286901
sdv-id-KPIOYB,sdv-pii-eewk3,2022-05-24,,11,Approved,66346,5573,6.25,360,51.8,58.5,Education Expenses,710,67269,311193
sdv-id-PMlEFC,sdv-pii-pf4n2,2022-11-15,2023-11-06,10,Approved,160443,30439,6.25,360,78.2,82.9,Debt Consolidation,786,138662,490638
sdv-id-AwPghS,sdv-pii-dddsv,2023-10-07,2024-08-17,13,Approved,46770,94842,6.25,180,45.6,52.4,Debt Consolidation,792,87310,286953
sdv-id-KhpsOX,sdv-pii-aktf5,2022-06-24,,13,Approved,50804,39764,6.25,240,43.3,49.8,Debt Consolidation,759,116045,398031
sdv-id-kUGYpJ,sdv-pii-w9ytd,2022-06-02,2022-07-09,10,Approved,56399,55966,6.25,240,50.9,56.8,Debt Consolidation,794,121782,389995
sdv-id-RUEcJJ,sdv-pii-4eev8,2022-01-11,,11,Approved,48207,107980,6.25,360,41.4,47.6,Home Improvement,794,113761,351724
sdv-id-uMaVTv,sdv-pii-09f37,2022-02-11,2022-02-06,10,Approved,41381,26773,6.25,180,41.7,47.9,Medical Expenses,688,65957,266471
sdv-id-TgTJQS,sdv-pii-jrxad,2024-09-07,2024-05-07,14,Approved,116983,5686,6.01,240,71.3,78.1,Home Improvement,762,109837,482054
sdv-id-hPwFyE,sdv-pii-6jb4l,2022-02-27,2022-04-28,11,Approved,87076,14183,6.25,180,62.4,67.6,Debt Consolidation,698,75955,329224
sdv-id-lBxcUe,sdv-pii-o1ixp,2022-03-13,2022-07-16,13,Approved,77722,4154,6.25,240,61.5,67.5,Medical Expenses,712,75169,349016
sdv-id-YOSBJn,sdv-pii-1mil7,2024-08-03,2024-04-22,12,Approved,119662,22666,6.25,240,68.3,75.5,Home Improvement,791,122793,518529
sdv-id-FHTidk,sdv-pii-wc3gr,2023-03-09,,13,Approved,81452,23327,6.25,240,53.3,60.0,Home Improvement,789,78312,403804
sdv-id-mUETXc,sdv-pii-e4bcv,2024-05-06,2022-10-12,15,Approved,108330,2769,6.05,180,82.0,89.9,Medical Expenses,660,87641,340006
sdv-id-Kydqgq,sdv-pii-1e3l8,2024-02-15,2023-01-12,12,Pending,55056,4616,6.25,180,49.4,55.5,Debt Consolidation,648,73820,280514
sdv-id-okYskR,sdv-pii-3pdv2,2022-08-12,2022-10-02,9,Denied,85503,32539,6.25,120,52.8,59.3,Medical Expenses,789,100312,318410
sdv-id-qOexWs,sdv-pii-azreu,2023-09-23,,14,Pending,140490,1542,3.38,240,70.6,77.9,Education Expenses,635,93809,417702
sdv-id-RrTNMy,sdv-pii-2mvs4,2024-06-09,2024-10-03,13,Approved,143081,1523,3.74,120,75.1,81.0,Education Expenses,693,82579,432091
sdv-id-UwkmYI,sdv-pii-qb0qi,2022-09-02,,16,Approved,81132,51724,6.25,240,59.4,63.9,Medical Expenses,790,73564,361203
sdv-id-GMKFya,sdv-pii-2t0m4,2022-03-29,2023-08-06,13,Approved,96987,15460,6.25,240,60.4,68.2,Education Expenses,689,75384,383861
sdv-id-hhBvnC,sdv-pii-qtsvk,2022-02-27,2022-05-22,18,Approved,87484,19346,6.25,240,63.3,68.4,Debt Consolidation,787,74954,442416
sdv-id-vxTSJl,sdv-pii-nqzwo,2023-06-05,,20,Approved,75637,367,1.35,240,62.8,71.4,Debt Consolidation,612,62897,283162
sdv-id-toUoEz,sdv-pii-stxm3,2023-04-05,2022-06-26,15,Approved,44901,7854,6.25,240,43.3,49.5,Debt Consolidation,704,67416,268530
sdv-id-wRAgZD,sdv-pii-yuim1,2024-06-04,2024-08-08,10,Pending,126384,44643,6.25,240,63.6,68.6,Home Improvement,785,120585,470394
sdv-id-mnMtsB,sdv-pii-hubua,2024-09-07,2024-08-30,17,Approved,126792,7984,6.25,180,76.5,84.5,Debt Consolidation,773,82719,350855
sdv-id-PJWLaF,sdv-pii-elzxg,2022-07-11,2022-05-24,20,Denied,120581,674,0.77,360,77.4,85.5,Home Improvement,673,89851,343732
sdv-id-wpUJWX,sdv-pii-ph8oy,2022-12-11,2024-01-30,14,Approved,63590,63207,6.25,180,49.4,55.0,Medical Expenses,793,89038,323446
sdv-id-CwVwkB,sdv-pii-6y0ea,2024-04-25,2024-02-12,20,Pending,134072,488,0.43,180,82.2,90.2,Debt Consolidation,667,67771,399762
sdv-id-MlRWRA,sdv-pii-1pt07,2023-09-19,,10,Approved,44177,17581,6.25,360,44.4,50.6,Education Expenses,792,80473,273948
sdv-id-dKjbjT,sdv-pii-dyqa5,2023-07-15,2024-08-03,14,Approved,61206,8694,6.25,180,52.6,61.0,Debt Consolidation,747,67395,341049
sdv-id-ydWRjS,sdv-pii-a4af6,2024-08-04,2024-06-12,13,Approved,128467,27243,6.25,240,76.2,82.4,Debt Consolidation,787,121141,429338
sdv-id-GYvzwP,sdv-pii-9d2ki,2022-12-11,2023-07-07,12,Approved,43449,75533,6.25,180,43.0,48.9,Education Expenses,748,77701,274027
sdv-id-bMryQo,sdv-pii-w6xbm,2023-04-19,2024-05-30,13,Approved,56775,11507,6.25,180,55.4,60.3,Home Improvement,697,75843,307079
sdv-id-xgqJqo,sdv-pii-ysw91,2022-06-17,,12,Approved,67504,53998,6.25,180,49.1,54.6,Education Expenses,744,96129,378481
sdv-id-yAejjM,sdv-pii-psh77,2022-09-26,2023-08-03,15,Approved,72083,6760,6.25,180,61.0,68.3,Education Expenses,694,68109,319775
sdv-id-VHOqNr,sdv-pii-8glwq,2024-04-18,2024-07-22,12,Approved,91478,4312,6.25,120,71.6,78.9,Medical Expenses,741,85946,359207
sdv-id-zPgtnA,sdv-pii-gd816,2024-02-21,2024-04-01,11,Approved,152278,13610,6.25,360,81.3,88.9,Debt Consolidation,794,138430,509897
sdv-id-WDzhvm,sdv-pii-dc2vo,2023-03-10,,12,Approved,55220,53105,6.25,180,48.9,55.5,Medical Expenses,761,90594,311657
sdv-id-ZryOzG,sdv-pii-4e27p,2023-10-16,2023-11-29,13,Approved,42473,13795,6.25,180,45.1,52.5,Education Expenses,769,63927,266264
sdv-id-fTvqru,sdv-pii-xgb7p,2022-01-12,2022-03-10,22,Denied,173481,8969,6.16,240,83.4,89.2,Home Improvement,676,93306,474765
sdv-id-TInXiF,sdv-pii-70qez,2023-03-21,2023-12-04,13,Approved,92650,8845,6.25,240,61.4,68.7,Home Improvement,773,95974,414965
sdv-id-VICXTl,sdv-pii-dxypr,2023-03-27,,10,Pending,65348,40,0.17,120,54.2,62.3,Debt Consolidation,633,62233,284410
sdv-id-AKXVvk,sdv-pii-paxtt,2024-04-30,2024-07-27,15,Pending,125720,0,0.0,240,85.6,93.3,Home Improvement,605,61438,305221
sdv-id-EDvKPi,sdv-pii-aefo3,2024-10-20,,15,Denied,74261,393,0.87,240,60.4,67.5,Education Expenses,685,61178,297938
sdv-id-EuOSIr,sdv-pii-odckc,2022-09-17,2023-01-11,13,Pending,66043,685,6.11,240,62.9,69.7,Debt Consolidation,610,65000,266353
sdv-id-lAxwPg,sdv-pii-zc4pm,2023-10-25,2024-02-11,16,Denied,120298,1554,4.06,180,76.1,82.4,Debt Consolidation,748,68321,353293
sdv-id-HWFIdn,sdv-pii-xwebf,2022-05-17,2022-08-10,16,Approved,86319,33683,6.25,180,62.5,69.6,Debt Consolidation,794,80789,347683
sdv-id-lJOCWC,sdv-pii-ctsxu,2023-02-12,2023-06-05,13,Approved,111220,16396,6.25,360,62.2,67.8,Home Improvement,789,114166,510506
sdv-id-WsGjDc,sdv-pii-rg5ol,2024-01-10,2023-11-28,11,Denied,74610,18779,6.25,120,58.6,66.5,Home Improvement,742,108929,354025
sdv-id-YhklCv,sdv-pii-9jhzz,2024-10-28,,12,Approved,144501,4340,6.02,180,84.1,92.1,Debt Consolidation,718,103667,405631
sdv-id-FKPnQh,sdv-pii-rsa1t,2023-10-11,,12,Pending,91630,234,0.37,120,66.8,74.7,Debt Consolidation,715,74414,353167
sdv-id-oHQdfI,sdv-pii-vf9nu,2022-02-09,2022-01-29,10,Approved,52450,19772,6.25,240,46.3,52.0,Home Improvement,764,106427,357648
sdv-id-wdqmeu,sdv-pii-53g7t,2023-06-25,,11,Pending,205000,200,0.0,240,91.1,98.3,Debt Consolidation,745,82615,526274
sdv-id-vcBxUe,sdv-pii-a6s7j,2024-09-06,2024-04-06,15,Pending,181646,2,0.0,360,89.4,96.7,Home Improvement,767,69481,482599
sdv-id-CMLkDn,sdv-pii-bqu5y,2023-07-07,2024-02-27,10,Approved,128883,30278,6.25,360,62.2,67.1,Home Improvement,774,142352,468615
sdv-id-PuhQEd,sdv-pii-veis6,2023-02-24,2023-06-24,14,Approved,68699,17459,6.25,120,47.9,53.7,Debt Consolidation,793,112010,407744
sdv-id-uwXqLI,sdv-pii-peo16,2022-01-13,,11,Approved,126085,16151,6.25,360,62.8,67.0,Home Improvement,776,72751,459960
sdv-id-FLpVdK,sdv-pii-ll7dt,2023-07-10,2024-05-18,15,Approved,115335,34129,6.25,180,68.2,74.4,Debt Consolidation,787,92772,487685
sdv-id-nuwSrf,sdv-pii-cfcyi,2024-10-20,2024-09-06,22,Approved,146947,386,0.1,240,86.9,94.0,Home Improvement,729,80442,388244
sdv-id-xKljEI,sdv-pii-spb4k,2022-10-30,,12,Approved,49618,15609,6.25,240,43.2,49.6,Debt Consolidation,628,63793,282392
sdv-id-wvfnOm,sdv-pii-b17s3,2024-11-05,2024-08-07,15,Denied,156714,3827,6.16,240,83.4,89.7,Education Expenses,772,97186,469108
sdv-id-bCSbQv,sdv-pii-zn2c2,2022-05-31,2023-01-05,15,Pending,128412,190,0.03,240,77.3,84.8,Debt Consolidation,678,66447,368325
sdv-id-bkfrWw,sdv-pii-f27gm,2024-07-24,2024-03-18,13,Denied,162923,113,0.05,240,84.9,92.1,Medical Expenses,625,66641,379021
sdv-id-IYvoHS,sdv-pii-8nd58,2024-02-29,2024-07-30,18,Approved,115354,9614,6.25,240,68.6,73.3,Debt Consolidation,739,102169,442525
sdv-id-NgaZhF,sdv-pii-cbs3z,2023-05-17,2023-01-20,11,Approved,97166,73565,6.25,180,54.6,61.4,Debt Consolidation,786,137813,473782
sdv-id-fRfydJ,sdv-pii-9ial5,2022-08-16,2022-10-02,19,Approved,182203,302,0.02,120,90.5,97.8,Home Improvement,627,106400,409509
sdv-id-UDlASg,sdv-pii-yasae,2022-03-26,2022-07-24,13,Withdrawn,112525,1220,4.36,180,83.3,91.1,Debt Consolidation,610,64000,336177
sdv-id-WFDpiw,sdv-pii-kobxw,2023-02-01,,10,Denied,52212,2328,6.17,120,49.1,56.4,Home Improvement,765,82337,271040
sdv-id-aUNUQq,sdv-pii-n2dq9,2023-06-22,2023-12-06,15,Denied,143922,1508,4.25,180,80.0,88.0,Education Expenses,721,69622,421179
sdv-id-eLewXV,sdv-pii-hd20r,2023-10-08,,18,Approved,154194,4733,5.93,360,83.0,90.4,Medical Expenses,767,103273,495923
sdv-id-fVhzLL,sdv-pii-m68y5,2024-02-07,2023-08-26,13,Approved,127099,7705,6.24,240,72.2,77.2,Medical Expenses,705,104937,443971
sdv-id-GqIzXb,sdv-pii-ft7q2,2024-03-16,2024-06-13,12,Pending,103970,5,0.0,180,75.1,85.1,Debt Consolidation,605,62132,321674
sdv-id-ZZnfDr,sdv-pii-7gugn,2022-04-04,,11,Approved,87560,25518,6.25,360,60.0,65.5,Debt Consolidation,788,142378,458096
sdv-id-OfCEOV,sdv-pii-9xl4h,2024-07-28,2023-09-21,12,Denied,64906,448,1.54,240,66.4,75.4,Home Improvement,668,63622,274199
sdv-id-TOWCGT,sdv-pii-qj246,2023-11-29,,12,Approved,100142,4942,6.14,120,75.1,84.3,Debt Consolidation,737,103359,352898
sdv-id-qiehVT,sdv-pii-9g8qo,2024-03-06,2024-03-18,15,Denied,165607,469,0.43,240,88.8,96.0,Education Expenses,753,90097,415037
sdv-id-AKHhuj,sdv-pii-ambmr,2022-05-17,2023-02-19,11,Approved,96066,25048,6.25,180,66.8,72.9,Debt Consolidation,763,83685,387732
sdv-id-HxFvCE,sdv-pii-0y3n0,2024-04-17,2023-10-15,11,Pending,78936,21,0.0,240,65.1,72.9,Home Improvement,759,62370,358631
sdv-id-ctxaOg,sdv-pii-id2l4,2023-12-24,2022-12-25,16,Denied,137656,7493,6.25,180,78.9,83.8,Debt Consolidation,792,93051,426253
sdv-id-PtfXiD,sdv-pii-x9phx,2024-06-10,2024-04-26,15,Approved,106644,3174,6.1,120,67.9,73.8,Home Improvement,681,83564,366599
sdv-id-torAkR,sdv-pii-e3iu0,2023-05-25,2022-09-27,15,Approved,138054,18027,6.25,360,64.7,70.7,Home Improvement,733,134919,508046
sdv-id-VoqoIE,sdv-pii-brjjs,2022-12-21,,12,Approved,72490,7862,6.25,180,62.7,69.9,Medical Expenses,782,81372,311445
sdv-id-HWGJPY,sdv-pii-qlrpw,2023-09-18,2023-07-14,14,Approved,119958,2839,5.25,180,83.0,91.2,Debt Consolidation,764,91325,378060
sdv-id-RSdNSb,sdv-pii-nr4p9,2024-09-10,2024-08-08,15,Denied,134690,1651,4.67,240,77.8,85.3,Home Improvement,748,88616,437664
sdv-id-HSSzrT,sdv-pii-urh5o,2024-04-03,,16,Approved,123509,74,0.11,240,76.6,83.6,Medical Expenses,611,65876,348503
sdv-id-isOZLi,sdv-pii-ghuve,2022-02-28,2022-03-14,14,Approved,79178,7919,6.25,240,69.5,78.4,Home Improvement,644,69336,374887
sdv-id-aYzeBc,sdv-pii-k6ves,2023-04-23,2023-08-21,12,Denied,109602,239,1.05,240,82.4,90.8,Medical Expenses,653,64032,299781
sdv-id-iXFQgb,sdv-pii-91m6e,2023-01-28,2022-12-22,12,Withdrawn,119456,7559,6.25,180,75.7,80.6,Debt Consolidation,657,76565,320791
sdv-id-WZVFkO,sdv-pii-70lm5,2022-02-14,2022-02-13,15,Approved,111193,188,0.08,120,71.5,78.7,Debt Consolidation,657,70695,372222
sdv-id-aBGwVc,sdv-pii-it7sk,2023-08-17,,15,Approved,119799,31782,6.25,240,73.0,80.3,Debt Consolidation,783,117916,471491
sdv-id-StoUyX,sdv-pii-w1ze4,2022-06-17,,21,Approved,69239,2922,6.21,240,55.6,62.7,Debt Consolidation,611,65750,332185
sdv-id-syXAiu,sdv-pii-5r9d0,2024-08-22,2024-10-08,20,Denied,180430,25075,6.25,240,83.3,89.3,Home Improvement,792,119996,517909
sdv-id-fdhhRO,sdv-pii-zg96d,2024-10-24,2024-05-15,11,Approved,79675,38427,6.25,240,49.2,54.9,Home Improvement,795,133091,379214
sdv-id-AWRdfK,sdv-pii-bfpqq,2022-01-12,2022-03-01,15,Approved,139249,8494,6.13,360,81.1,87.5,Home Improvement,708,106749,415504
sdv-id-KcbhMg,sdv-pii-t5bpz,2022-04-22,2022-08-30,11,Approved,114692,18,0.0,360,78.1,87.0,Debt Consolidation,617,64571,324709
sdv-id-yDJTBT,sdv-pii-55mid,2023-10-21,,9,Approved,45125,5419,6.25,240,45.9,52.9,Education Expenses,746,66313,272065
sdv-id-AknmVt,sdv-pii-3i3ba,2024-06-17,2023-05-25,17,Denied,121028,412,0.63,180,81.7,88.1,Debt Consolidation,613,61720,340959
sdv-id-Bstmzd,sdv-pii-2dea3,2024-06-16,,11,Approved,44236,61580,6.25,180,42.8,48.8,Debt Consolidation,772,72230,272354
sdv-id-NxccLG,sdv-pii-m3ea7,2023-08-24,2023-03-17,16,Denied,136453,140,0.04,360,82.4,90.7,Debt Consolidation,608,77392,388189
sdv-id-iBFRKe,sdv-pii-7zzra,2022-12-28,2022-07-22,12,Approved,51925,19256,6.25,120,45.0,51.6,Education Expenses,782,95419,309261
sdv-id-pZxfjs,sdv-pii-p64ka,2022-07-25,2023-04-24,10,Approved,65488,4115,6.25,180,57.6,63.8,Medical Expenses,613,63743,273943
sdv-id-YwdLKI,sdv-pii-0whaf,2023-03-15,,15,Withdrawn,98227,8,0.0,360,83.6,92.0,Debt Consolidation,611,66460,374930
sdv-id-QgfQGL,sdv-pii-q8cg9,2024-05-19,2024-02-28,10,Approved,53908,9225,6.25,180,48.8,55.4,Medical Expenses,708,73944,272721
sdv-id-jrbUhr,sdv-pii-g0qoo,2022-08-01,2022-11-27,13,Pending,148828,5,0.0,180,85.6,91.9,Debt Consolidation,609,65479,401545
sdv-id-tUXQsY,sdv-pii-czqnk,2022-09-02,2024-02-17,13,Approved,76385,66408,6.25,240,47.3,52.3,Medical Expenses,770,100879,371206
sdv-id-hdMWhS,sdv-pii-qxvya,2024-06-01,2024-07-02,14,Approved,151518,1727,1.29,360,77.3,83.8,Home Improvement,761,111393,504639
sdv-id-QmCWKP,sdv-pii-86d9f,2023-07-23,,18,Approved,95432,35520,6.25,360,65.4,72.9,Home Improvement,793,136505,492223
sdv-id-UojQZv,sdv-pii-4mu9y,2022-05-03,,11,Approved,49935,3669,6.25,180,50.0,57.7,Education Expenses,624,62600,271805
sdv-id-QBvdGF,sdv-pii-c8ci0,2024-10-21,,11,Approved,110512,1955,2.33,120,70.4,75.8,Debt Consolidation,777,114003,447869
sdv-id-WKzLVW,sdv-pii-qihgx,2022-08-10,2023-07-30,14,Approved,69477,26486,6.25,360,48.3,54.6,Debt Consolidation,786,109604,362251
sdv-id-TOhveK,sdv-pii-d6yvk,2022-10-08,2022-10-17,21,Approved,116121,28236,6.25,240,74.3,81.6,Medical Expenses,782,113967,426216
sdv-id-rDKdCp,sdv-pii-xhufq,2022-03-30,2022-05-27,13,Approved,60742,11785,6.25,240,49.6,55.9,Medical Expenses,649,69293,278446
sdv-id-xVhkLi,sdv-pii-nowzo,2022-07-15,2022-07-05,10,Approved,46116,90118,6.25,120,43.2,49.3,Debt Consolidation,794,117490,334540
sdv-id-PpFhOO,sdv-pii-fxyc9,2022-06-19,2022-10-30,12,Approved,78533,6070,6.25,180,59.2,64.1,Debt Consolidation,651,92206,362398
sdv-id-qnRgFQ,sdv-pii-66lu5,2023-11-28,,13,Approved,86031,6951,6.25,180,62.2,67.4,Medical Expenses,682,75154,320634
sdv-id-CAKuhW,sdv-pii-1pp2o,2022-02-13,,17,Approved,147180,51677,6.25,240,82.5,89.0,Debt Consolidation,793,114840,490735
sdv-id-UuXAKL,sdv-pii-f24na,2022-04-12,2022-08-24,18,Approved,119290,3988,6.1,120,76.3,82.3,Debt Consolidation,782,72218,350777
